account_id,customer_id,account_type,balance,status
A06226,C04212,Current,638312.10,Active
A06227,C04992,Current,344828.25,Active
A06228,C01934,Savings,0,Inactive
A06229,C07377,Savings,345227.81,Active
A06230,C07629,Investment,746633.50,Active
A06231,C02860,Investment,909012.23,Active
A06232,C03523,Savings,937346.31,Active
A06233,C07675,Current,426823.69,Active
A06234,C08754,Investment,290241.72,Active
A06235,C05000,Investment,770673.58,Active
A06236,C07019,Investment,306048.59,Active
A06237,C00961,Savings,892339.74,Active
A06238,C00458,Savings,643557.24,Active
A06239,C03829,Current,416301.08,Active
A06240,C09232,Current,359744.37,Inactive
A06241,C09079,Investment,173028.90,Closed
A06242,C02236,Savings,306351.82,Closed
A06243,C04010,Savings,349759.82,Active
A06244,C02653,Savings,774418.62,Active
A06245,C06806,Current,770594.68,Active
A06246,C04969,Investment,901728.60,Active
A06247,C00087,Savings,841434.30,Active
A06248,C00012,Savings,202632.66,Active
A06249,C07647,Investment,397322.73,Active
A06250,C01278,Current,672318.56,Active
A06251,C00132,Savings,914310.77,Inactive
A06252,C01888,Savings,356779.37,Active
A06253,C01769,Investment,381068.42,Active
A06254,C01133,Current,244105.84,Active
A06255,C08992,Savings,114041.56,Active
A06256,C06636,Current,40013.34,Active
A06257,C06167,Savings,898462.53,Active
A06258,C05969,Savings,369754.77,Active
A06259,C09921,Savings,121646.18,Active
A06260,C01055,Savings,655881.20,Active
A06261,C01516,Savings,31397.14,Active
A06262,C04339,Current,221738.89,Active
A06263,C07528,Current,226061.91,Active
A06264,C06146,Current,397582.93,Active
A06265,C07315,Investment,413651.76,Active
A06266,C00140,Investment,526617.70,Active
A06267,C03239,Savings,871463.86,Active
A06268,C06836,Investment,227100.39,Active
A06269,C01438,Current,247237.54,Active
A06270,C07517,Current,229454.38,Active
A06271,C07795,Savings,277044.90,Active
A06272,C03047,Current,721485.67,Active
A06273,C09699,Savings,31706.79,Active
A06274,C04216,Investment,382082.52,Active
A06275,C03257,Investment,733968.98,Active
A06276,C08295,Investment,64178.95,Active
A06277,C02202,Investment,540674.55,Active
A06278,C05128,Current,872200.54,Active
A06279,C04660,Investment,475099.68,Active
A06280,C09568,Current,489080.74,Active
A06281,C08328,Investment,484838.09,Active
A06282,C05001,Current,817025.03,Active
A06283,C09240,Investment,942664.51,Active
A06284,C03067,Current,340527.04,Active
A06285,C00433,Investment,651577.65,Active
A06286,C02001,Savings,10414.53,Active
A06287,C09692,Investment,400055.33,Active
A06288,C07754,Current,527219.19,Active
A06289,C06091,Savings,566305.05,Active
A06290,C00514,Investment,347047.94,Active
A06291,C08953,Current,384952.67,Active
A06292,C07064,Investment,177549.47,Active
A06293,C03882,Investment,339065.43,Active
A06294,C00138,Savings,746310.50,Active
A06295,C02095,Investment,347062.81,Active
A06296,C03201,Investment,335340.13,Active
A06297,C06050,Current,693500.08,Active
A06298,C07988,Investment,746598.09,Active
A06299,C05879,Savings,312143.62,Active
A06300,C08020,Savings,123890.01,Closed
A06301,C01917,Savings,445463.18,Active
A06302,C03894,Investment,207032.70,Active
A06303,C06739,Savings,891721.80,Active
A06304,C02890,Savings,337565.31,Active
A06305,C09489,Current,312154.16,Active
A06306,C08973,Current,70846.69,Inactive
A06307,C03785,Current,950970.84,Inactive
A06308,C03535,Current,896150.45,Active
A06309,C09577,Savings,913075.93,Inactive
A06310,C04565,Investment,896706.69,Active
A06311,C02853,Current,433785.58,Active
A06312,C07929,Savings,611301.16,Active
A06313,C03263,Investment,778966.19,Inactive
A06314,C07053,Savings,767477.62,Active
A06315,C09822,Investment,142058.38,Active
A06316,C08742,Investment,722625.81,Active
A06317,C04805,Savings,666975.44,Active
A06318,C05416,Savings,315176.56,Active
A06319,C07205,Savings,48092.45,Active
A06320,C05796,Savings,827059.70,Active
A06321,C09713,Savings,684383.48,Active
A06322,C08955,Current,965842.69,Active
A06323,C08487,Current,565808.08,Active
A06324,C01290,Current,286348.96,Active
A06325,C03367,Savings,766090.27,Active
A06326,C05241,Current,757026.94,Active
A06327,C05206,Current,964347.52,Active
A06328,C02051,Savings,518379.55,Active
A06329,C00161,Investment,246283.11,Closed
A06330,C04094,Savings,231664.63,Active
A06331,C02006,Investment,326012.30,Active
A06332,C09744,Investment,89878.04,Active
A06333,C06537,Savings,200070.82,Inactive
A06334,C07213,Investment,812016.72,Active
A06335,C08447,Current,79455.72,Active
A06336,C08375,Current,681933.51,Closed
A06337,C05045,Savings,30625.38,Active
A06338,C04789,Current,815059.15,Active
A06339,C07385,Investment,489163.06,Inactive
A06340,C01985,Investment,888752.87,Inactive
A06341,C05675,Savings,501924.86,Active
A06342,C04006,Savings,758010.46,Inactive
A06343,C03633,Savings,706084.66,Active
A06344,C05448,Current,734861.96,Active
A06345,C08285,Current,404460.38,Active
A06346,C00957,Savings,827462.98,Inactive
A06347,C00381,Current,719349.78,Active
A06348,C06992,Savings,936406.86,Active
A06349,C05852,Savings,516090.43,Active
A06350,C02425,Current,82796.30,Active
A06351,C08404,Investment,410347.12,Active
A06352,C03428,Savings,386106.09,Closed
A06353,C08134,Current,865780.98,Active
A06354,C04255,Savings,181455.20,Active
A06355,C04260,Savings,569235.90,Active
A06356,C08435,Savings,319034.43,Active
A06357,C06354,Savings,8116.27,Inactive
A06358,C09047,Investment,686712.03,Active
A06359,C08416,Current,106569.26,Active
A06360,C08703,Investment,122630.78,Active
A06361,C09531,Investment,641293.81,Active
A06362,C09280,Savings,506447.39,Active
A06363,C03611,Investment,841167.68,Active
A06364,C08754,Current,875373.34,Active
A06365,C06772,Current,3724.83,Active
A06366,C01213,Current,737284.48,Active
A06367,C00131,Savings,511904.97,Closed
A06368,C07063,Investment,440096.58,Active
A06369,C02051,Savings,412085.41,Active
A06370,C01418,Current,129567.49,Active
A06371,C03684,Savings,510855.40,Inactive
A06372,C06615,Current,337658.81,Active
A06373,C07988,Current,201714.92,Active
A06374,C07552,Current,569787.83,Active
A06375,C05344,Savings,713479.75,Active
A06376,C08011,Investment,950229.85,Active
A06377,C05647,Current,617232.83,Closed
A06378,C06932,Investment,370524.40,Active
A06379,C08498,Savings,321167.60,Active
A06380,C06945,Investment,774206.65,Active
A06381,C03515,Investment,110602.04,Active
A06382,C01567,Current,252580.83,Active
A06383,C06774,Savings,535469.39,Inactive
A06384,C03199,Current,122362.37,Active
A06385,C00385,Savings,202483.86,Active
A06386,C07757,Current,991734.79,Active
A06387,C08275,Current,326437.86,Active
A06388,C04846,Current,700146.80,Active
A06389,C04145,Investment,143267.55,Active
A06390,C08003,Savings,615175.57,Active
A06391,C02899,Savings,758386.06,Inactive
A06392,C05341,Investment,543757.52,Active
A06393,C07719,Current,821592.89,Inactive
A06394,C05757,Savings,218721.00,Active
A06395,C01087,Savings,311032.09,Active
A06396,C06119,Savings,545916.32,Active
A06397,C05296,Investment,418704.77,Active
A06398,C07026,Investment,745343.60,Active
A06399,C04367,Current,479839.99,Active
A06400,C03744,Current,87691.89,Active
A06401,C03906,Investment,801844.98,Active
A06402,C04079,Current,864055.61,Active
A06403,C06946,Current,776758.94,Active
A06404,C02218,Investment,730603.55,Closed
A06405,C07300,Current,839035.07,Active
A06406,C02573,Investment,773553.36,Inactive
A06407,C08173,Investment,50208.82,Active
A06408,C09944,Savings,214787.56,Active
A06409,C07979,Current,256666.87,Active
A06410,C00549,Investment,896097.03,Active
A06411,C04128,Savings,585824.28,Inactive
A06412,C01835,Investment,186824.07,Active
A06413,C00201,Savings,671596.03,Inactive
A06414,C00577,Investment,736002.56,Active
A06415,C08375,Savings,477877.07,Active
A06416,C07957,Savings,687794.66,Inactive
A06417,C00869,Savings,80654.82,Active
A06418,C06511,Current,282156.31,Active
A06419,C05893,Savings,842703.91,Active
A06420,C04371,Current,509265.94,Active
A06421,C07652,Investment,549558.42,Closed
A06422,C05729,Investment,626099.71,Active
A06423,C05825,Current,700869.94,Active
A06424,C01622,Current,873925.08,Active
A06425,C09857,Current,417319.76,Active
A06426,C00888,Current,589317.20,Inactive
A06427,C02899,Savings,638978.43,Active
A06428,C05806,Savings,21730.38,Inactive
A06429,C03346,Savings,762162.98,Active
A06430,C06517,Current,520704.21,Active
A06431,C09936,Investment,525628.84,Active
A06432,C00343,Savings,188097.30,Active
A06433,C05423,Savings,641835.28,Closed
A06434,C05192,Savings,262265.56,Active
A06435,C02760,Savings,734599.30,Closed
A06436,C06127,Savings,998454.91,Active
A06437,C05527,Savings,839316.02,Active
A06438,C06121,Current,437805.45,Active
A06439,C09335,Current,863018.81,Active
A06440,C00497,Investment,271203.28,Closed
A06441,C09294,Savings,755412.04,Active
A06442,C00881,Current,772999.71,Active
A06443,C06950,Investment,444776.30,Active
A06444,C09303,Current,411764.96,Active
A06445,C01861,Investment,940095.44,Active
A06446,C04916,Investment,321545.01,Active
A06447,C04600,Investment,227453.09,Inactive
A06448,C05644,Investment,198180.93,Active
A06449,C08391,Investment,191977.81,Inactive
A06450,C09151,Investment,576805.08,Active
A06451,C05943,Savings,979880.57,Active
A06452,C00828,Savings,520283.73,Active
A06453,C00698,Current,48685.17,Active
A06454,C02874,Current,104897.74,Active
A06455,C00525,Savings,405048.75,Active
A06456,C03992,Current,723112.36,Active
A06457,C03352,Current,817432.63,Active
A06458,C01026,Current,884553.84,Active
A06459,C08399,Investment,898705.87,Inactive
A06460,C06448,Savings,845195.78,Active
A06461,C07685,Investment,853704.32,Active
A06462,C04823,Investment,141968.58,Inactive
A06463,C09990,Savings,99447.59,Active
A06464,C08111,Savings,496233.86,Active
A06465,C02186,Savings,708828.16,Inactive
A06466,C07867,Current,984577.79,Active
A06467,C08034,Investment,567864.08,Active
A06468,C03685,Savings,274585.32,Active
A06469,C04497,Investment,390094.98,Active
A06470,C06878,Investment,644229.76,Active
A06471,C01509,Investment,396998.41,Active
A06472,C01506,Current,351549.22,Active
A06473,C06949,Current,926090.71,Active
A06474,C07103,Investment,436439.30,Active
A06475,C03510,Current,512007.68,Active
A06476,C07350,Current,97432.89,Inactive
A06477,C07588,Savings,178757.53,Active
A06478,C09351,Savings,854415.57,Active
A06479,C09914,Savings,493161.61,Active
A06480,C07837,Savings,666191.91,Active
A06481,C08020,Investment,12296.59,Active
A06482,C07186,Investment,861946.35,Active
A06483,C04533,Current,337496.73,Active
A06484,C04755,Savings,1077.87,Closed
A06485,C03595,Investment,545553.51,Active
A06486,C00656,Current,987619.03,Closed
A06487,C06941,Current,833661.00,Active
A06488,C09779,Savings,659029.01,Inactive
A06489,C06793,Investment,645888.69,Active
A06490,C04982,Investment,651476.10,Active
A06491,C04453,Investment,710608.29,Active
A06492,C00127,Savings,721976.82,Active
A06493,C06195,Investment,859118.60,Active
A06494,C07714,Savings,648524.17,Active
A06495,C06014,Current,970137.04,Active
A06496,C08047,Investment,368671.28,Inactive
A06497,C05369,Current,705468.31,Inactive
A06498,C05314,Savings,5252.40,Active
A06499,C06858,Current,205918.28,Inactive
A06500,C01829,Savings,129836.95,Active
A06501,C07545,Current,20039.80,Active
A06502,C02681,Current,393841.74,Active
A06503,C06119,Investment,760613.46,Active
A06504,C05165,Current,967731.97,Active
A06505,C07267,Savings,98946.71,Active
A06506,C02469,Investment,957259.31,Active
A06507,C02384,Investment,253983.52,Active
A06508,C00040,Savings,980069.34,Active
A06509,C08230,Savings,481804.18,Active
A06510,C00803,Savings,255812.64,Active
A06511,C08654,Investment,758134.97,Active
A06512,C07534,Investment,587949.30,Active
A06513,C06376,Investment,478858.69,Active
A06514,C03668,Investment,766034.55,Active
A06515,C03207,Investment,196722.94,Active
A06516,C07039,Investment,512856.08,Active
A06517,C06530,Investment,581272.18,Active
A06518,C05661,Investment,123637.57,Active
A06519,C09131,Investment,434249.52,Active
A06520,C06208,Current,181357.20,Active
A06521,C05450,Savings,491664.12,Active
A06522,C09883,Investment,632176.89,Active
A06523,C08904,Current,233611.45,Active
A06524,C02181,Savings,580184.49,Active
A06525,C06176,Investment,256395.90,Inactive
A06526,C06618,Savings,667227.21,Inactive
A06527,C04741,Savings,594660.99,Active
A06528,C05749,Savings,541641.41,Active
A06529,C02528,Current,663003.46,Active
A06530,C08759,Savings,898363.04,Active
A06531,C07215,Current,741261.70,Active
A06532,C08820,Current,961865.57,Active
A06533,C03751,Investment,602152.16,Active
A06534,C01108,Investment,46361.53,Active
A06535,C07174,Current,907472.05,Active
A06536,C09408,Investment,228445.99,Active
A06537,C03532,Investment,486421.75,Active
A06538,C06955,Savings,974591.87,Active
A06539,C01923,Savings,709476.36,Active
A06540,C04582,Investment,693229.14,Active
A06541,C06383,Current,109567.88,Active
A06542,C09924,Savings,614497.20,Active
A06543,C06447,Savings,212263.34,Active
A06544,C00352,Current,238979.89,Active
A06545,C07743,Savings,265144.27,Active
A06546,C03341,Investment,551181.74,Active
A06547,C02416,Current,660859.76,Active
A06548,C00566,Savings,465609.55,Active
A06549,C04900,Savings,508613.93,Active
A06550,C05815,Investment,775004.48,Active
A06551,C00443,Investment,622293.83,Active
A06552,C08372,Current,434256.10,Active
A06553,C09314,Savings,784344.40,Closed
A06554,C05129,Investment,17399.81,Active
A06555,C04380,Investment,29674.72,Active
A06556,C07655,Investment,224265.28,Active
A06557,C07992,Current,273943.86,Active
A06558,C05269,Savings,991406.98,Active
A06559,C09263,Current,101230.12,Active
A06560,C08184,Investment,918131.87,Active
A06561,C07285,Current,143277.31,Active
A06562,C07034,Current,870383.76,Active
A06563,C01386,Current,934387.78,Active
A06564,C00560,Savings,148611.89,Active
A06565,C07541,Current,742408.60,Inactive
A06566,C07803,Current,805127.65,Closed
A06567,C07707,Investment,437460.31,Active
A06568,C08807,Investment,39662.31,Active
A06569,C04132,Current,241079.85,Active
A06570,C09738,Investment,10759.81,Inactive
A06571,C08450,Savings,155789.19,Closed
A06572,C00615,Current,342698.91,Active
A06573,C00415,Current,612253.09,Active
A06574,C01326,Current,366582.11,Inactive
A06575,C05676,Investment,219824.67,Active
A06576,C02569,Savings,866763.41,Active
A06577,C05832,Current,339379.70,Active
A06578,C02084,Savings,304403.51,Closed
A06579,C05065,Current,767022.38,Active
A06580,C09369,Investment,374246.37,Active
A06581,C07328,Current,564444.79,Active
A06582,C00849,Savings,552080.47,Active
A06583,C09565,Current,587670.02,Active
A06584,C00218,Current,738270.21,Active
A06585,C07133,Investment,369963.28,Active
A06586,C07068,Savings,411791.35,Active
A06587,C01044,Savings,519376.86,Active
A06588,C00673,Investment,807114.21,Active
A06589,C01047,Current,827614.95,Closed
A06590,C06157,Investment,795022.63,Active
A06591,C08690,Savings,70180.27,Active
A06592,C08933,Current,889276.22,Active
A06593,C09552,Investment,757953.06,Inactive
A06594,C06497,Savings,505808.41,Closed
A06595,C03844,Savings,781032.58,Active
A06596,C04701,Savings,361257.80,Active
A06597,C05885,Savings,321098.16,Inactive
A06598,C09170,Savings,744303.12,Active
A06599,C02454,Investment,408985.63,Active
A06600,C08951,Current,744549.06,Active
A06601,C06899,Current,264181.04,Inactive
A06602,C01114,Investment,973302.67,Active
A06603,C00254,Investment,874015.39,Active
A06604,C07011,Current,990066.94,Active
A06605,C03060,Current,641825.07,Inactive
A06606,C06108,Current,510837.70,Active
A06607,C07733,Savings,336916.13,Active
A06608,C03688,Savings,858042.87,Inactive
A06609,C00775,Current,393104.28,Active
A06610,C05059,Current,626520.41,Inactive
A06611,C05910,Savings,859202.85,Active
A06612,C03624,Current,53582.55,Active
A06613,C06144,Current,433332.55,Active
A06614,C05900,Savings,984526.69,Active
A06615,C08378,Current,644275.93,Active
A06616,C07016,Current,485215.47,Inactive
A06617,C03486,Current,573361.03,Closed
A06618,C09563,Savings,926819.78,Active
A06619,C04368,Savings,462207.48,Inactive
A06620,C09726,Savings,705236.75,Active
A06621,C02498,Savings,694212.19,Active
A06622,C09282,Investment,928018.14,Active
A06623,C00300,Investment,125624.69,Active
A06624,C06924,Current,497592.87,Inactive
A06625,C05055,Savings,251913.21,Active
A06626,C02759,Savings,101610.03,Active
A06627,C09518,Savings,131638.74,Active
A06628,C02190,Savings,485476.49,Active
A06629,C09048,Savings,783005.56,Inactive
A06630,C04085,Savings,612459.40,Closed
A06631,C03988,Savings,996703.94,Active
A06632,C02663,Savings,491277.88,Inactive
A06633,C00215,Savings,309380.01,Active
A06634,C03213,Investment,882174.86,Active
A06635,C04330,Investment,154256.39,Active
A06636,C05242,Current,964445.01,Inactive
A06637,C06434,Current,760651.85,Active
A06638,C05467,Investment,41695.02,Active
A06639,C05904,Investment,576192.31,Active
A06640,C03527,Investment,116723.46,Active
A06641,C06103,Savings,912952.62,Inactive
A06642,C04417,Savings,684912.93,Closed
A06643,C05457,Current,540915.60,Active
A06644,C00809,Current,454640.19,Closed
A06645,C04485,Investment,926471.96,Inactive
A06646,C04622,Investment,979891.60,Inactive
A06647,C01876,Current,670036.19,Active
A06648,C01871,Current,271828.78,Active
A06649,C09776,Investment,594321.27,Active
A06650,C07441,Savings,36498.06,Inactive
A06651,C06663,Current,415610.93,Active
A06652,C06481,Current,428767.75,Active
A06653,C04760,Current,667379.90,Active
A06654,C06538,Savings,498127.77,Active
A06655,C06973,Current,361216.63,Active
A06656,C05771,Investment,599927.18,Active
A06657,C03746,Current,282291.24,Active
A06658,C02176,Savings,894170.38,Active
A06659,C07011,Savings,185364.54,Active
A06660,C04414,Investment,846423.49,Active
A06661,C01765,Investment,648481.30,Active
A06662,C06307,Savings,549118.38,Active
A06663,C03571,Investment,335816.47,Inactive
A06664,C06129,Savings,201563.16,Active
A06665,C01345,Investment,200461.52,Active
A06666,C03228,Current,431542.42,Active
A06667,C07280,Savings,164690.93,Active
A06668,C07780,Savings,297807.18,Active
A06669,C09465,Savings,446169.01,Active
A06670,C03714,Investment,888996.83,Active
A06671,C07907,Current,77066.87,Active
A06672,C06674,Investment,161318.54,Active
A06673,C08557,Investment,341784.00,Inactive
A06674,C04479,Investment,197831.83,Active
A06675,C05147,Investment,681797.40,Active
A06676,C00248,Investment,447980.20,Active
A06677,C00453,Current,196110.71,Active
A06678,C09416,Investment,420450.86,Active
A06679,C05689,Current,342207.36,Active
A06680,C09368,Savings,385480.61,Active
A06681,C03980,Investment,289880.11,Active
A06682,C02037,Savings,506532.66,Active
A06683,C04272,Current,313914.93,Active
A06684,C02066,Current,105366.00,Inactive
A06685,C08420,Current,237656.86,Active
A06686,C00100,Savings,962837.89,Active
A06687,C01428,Investment,451966.45,Inactive
A06688,C06237,Current,607231.73,Active
A06689,C05013,Current,213132.47,Active
A06690,C05727,Savings,21050.39,Active
A06691,C06246,Investment,96531.87,Active
A06692,C01789,Current,685196.83,Active
A06693,C01255,Current,881209.55,Active
A06694,C07786,Current,895674.53,Active
A06695,C00119,Investment,619473.00,Active
A06696,C01175,Investment,491906.10,Active
A06697,C00095,Current,112164.52,Active
A06698,C01674,Investment,957098.09,Inactive
A06699,C01666,Current,583291.89,Active
A06700,C09543,Investment,651855.48,Active
A06701,C03104,Investment,486850.12,Active
A06702,C08996,Savings,955736.52,Active
A06703,C09745,Current,426913.34,Active
A06704,C08479,Savings,535563.21,Active
A06705,C08528,Investment,885021.44,Active
A06706,C08862,Current,529933.44,Inactive
A06707,C02784,Savings,652487.75,Active
A06708,C09741,Investment,32425.82,Inactive
A06709,C05108,Investment,937099.93,Active
A06710,C05577,Savings,236866.47,Active
A06711,C06188,Investment,3577.86,Active
A06712,C02038,Investment,610597.06,Active
A06713,C01371,Investment,479928.84,Active
A06714,C00468,Savings,493487.66,Active
A06715,C03919,Investment,994691.34,Active
A06716,C07488,Savings,167161.29,Active
A06717,C03637,Current,613495.30,Active
A06718,C04289,Savings,146995.42,Active
A06719,C00735,Current,585552.70,Active
A06720,C03831,Current,211633.44,Active
A06721,C02692,Current,757862.98,Active
A06722,C05998,Current,590115.57,Active
A06723,C05636,Savings,961422.08,Active
A06724,C03111,Current,843625.51,Active
A06725,C05681,Investment,587818.25,Active
A06726,C06895,Savings,633822.17,Active
A06727,C00418,Investment,562103.63,Active
A06728,C02562,Current,256004.10,Active
A06729,C05149,Savings,259106.75,Active
A06730,C01876,Current,291669.39,Active
A06731,C09962,Investment,854767.14,Active
A06732,C07115,Current,420469.51,Active
A06733,C02563,Investment,361345.21,Active
A06734,C02840,Current,41681.56,Active
A06735,C08848,Investment,575600.01,Active
A06736,C03103,Investment,260491.63,Active
A06737,C07578,Investment,913295.41,Active
A06738,C09780,Current,923870.71,Active
A06739,C09213,Investment,168056.81,Active
A06740,C07907,Current,867327.10,Active
A06741,C09773,Current,623048.94,Active
A06742,C06524,Current,315369.93,Active
A06743,C08407,Investment,887434.90,Active
A06744,C07138,Savings,536534.49,Active
A06745,C06683,Current,347709.43,Active
A06746,C03444,Savings,735458.40,Active
A06747,C02091,Investment,72315.04,Active
A06748,C08452,Current,357080.92,Active
A06749,C04289,Savings,74623.57,Active
A06750,C08378,Savings,824701.69,Active
A06751,C05433,Current,289250.02,Active
A06752,C03786,Investment,425524.17,Active
A06753,C03281,Investment,693440.71,Active
A06754,C06090,Current,215915.07,Active
A06755,C03151,Current,689559.49,Inactive
A06756,C05565,Savings,964508.10,Active
A06757,C08032,Savings,680596.83,Active
A06758,C06223,Current,945613.26,Active
A06759,C07087,Investment,724033.57,Active
A06760,C02485,Investment,256499.76,Active
A06761,C05865,Current,779737.67,Active
A06762,C01727,Savings,545997.29,Active
A06763,C01259,Savings,801020.83,Active
A06764,C02660,Savings,890264.61,Active
A06765,C03435,Investment,338912.80,Active
A06766,C02931,Savings,860305.05,Active
A06767,C08390,Savings,137261.85,Active
A06768,C05818,Current,99622.92,Closed
A06769,C02692,Current,819020.14,Active
A06770,C06758,Investment,999138.45,Active
A06771,C04833,Current,320109.05,Inactive
A06772,C01744,Current,646356.05,Active
A06773,C02043,Investment,393372.54,Active
A06774,C07219,Current,550898.48,Active
A06775,C01286,Investment,125533.69,Active
A06776,C09921,Savings,208846.12,Active
A06777,C04891,Savings,196496.16,Active
A06778,C06443,Savings,338355.54,Active
A06779,C06792,Investment,680796.19,Active
A06780,C06339,Investment,563067.64,Active
A06781,C00576,Current,444987.24,Active
A06782,C04053,Savings,201053.06,Active
A06783,C05801,Current,341393.71,Active
A06784,C09162,Investment,469827.64,Active
A06785,C02649,Investment,381573.63,Inactive
A06786,C03527,Current,430073.57,Active
A06787,C09557,Savings,15528.48,Active
A06788,C08751,Current,509320.42,Closed
A06789,C09826,Investment,373704.16,Active
A06790,C09187,Current,495947.94,Active
A06791,C06423,Investment,571861.56,Active
A06792,C08596,Savings,998581.10,Closed
A06793,C02021,Investment,568585.42,Active
A06794,C07539,Current,389387.60,Active
A06795,C01368,Investment,696238.53,Active
A06796,C02327,Current,91953.61,Active
A06797,C08101,Current,520192.59,Active
A06798,C03568,Current,211531.70,Active
A06799,C02717,Current,35226.28,Active
A06800,C09718,Investment,402430.77,Closed
A06801,C08219,Current,809477.96,Inactive
A06802,C06046,Investment,833496.38,Active
A06803,C01141,Savings,385823.92,Inactive
A06804,C00973,Investment,671573.17,Active
A06805,C01381,Current,701072.72,Active
A06806,C07564,Savings,787274.21,Inactive
A06807,C05959,Investment,790648.67,Active
A06808,C01281,Savings,340573.29,Active
A06809,C01088,Investment,46142.95,Active
A06810,C00902,Investment,772767.27,Active
A06811,C09393,Current,42450.01,Inactive
A06812,C08943,Investment,763561.92,Active
A06813,C09992,Current,608295.18,Closed
A06814,C08543,Current,204606.29,Inactive
A06815,C03086,Savings,262482.48,Active
A06816,C05463,Savings,742045.10,Active
A06817,C08982,Current,46328.45,Active
A06818,C00081,Investment,895484.99,Active
A06819,C00730,Investment,273263.68,Active
A06820,C09581,Savings,317648.79,Active
A06821,C04948,Investment,104724.46,Active
A06822,C00977,Investment,349309.06,Active
A06823,C03968,Investment,266973.13,Active
A06824,C02647,Investment,688360.67,Inactive
A06825,C06794,Current,73091.01,Active
A06826,C06750,Current,452782.59,Active
A06827,C04374,Investment,219990.94,Active
A06828,C02922,Current,341231.39,Active
A06829,C06519,Savings,847402.80,Active
A06830,C00429,Investment,954404.14,Active
A06831,C04530,Savings,368044.47,Active
A06832,C09359,Investment,702104.71,Active
A06833,C06557,Investment,651691.72,Active
A06834,C03044,Current,793696.06,Inactive
A06835,C07087,Investment,856291.96,Active
A06836,C01604,Investment,647868.76,Active
A06837,C02498,Current,783561.13,Active
A06838,C06387,Savings,935810.16,Inactive
A06839,C08797,Savings,605837.76,Active
A06840,C02645,Savings,608372.51,Active
A06841,C09617,Investment,16291.61,Active
A06842,C04045,Current,866917.39,Active
A06843,C05213,Investment,78331.65,Active
A06844,C03494,Savings,118180.88,Active
A06845,C05740,Savings,240004.75,Active
A06846,C00028,Investment,389887.03,Active
A06847,C03862,Current,763579.84,Inactive
A06848,C09017,Current,180890.95,Active
A06849,C07655,Savings,492850.65,Active
A06850,C01882,Current,231186.64,Active
A06851,C00122,Savings,925034.26,Active
A06852,C06272,Investment,912815.57,Active
A06853,C07292,Current,916285.08,Active
A06854,C03865,Savings,923047.00,Active
A06855,C09746,Current,503649.43,Active
A06856,C08838,Investment,301834.64,Active
A06857,C07084,Savings,87825.13,Active
A06858,C03478,Savings,593413.73,Active
A06859,C00481,Savings,642389.01,Active
A06860,C05099,Investment,568822.43,Active
A06861,C05830,Current,640952.56,Active
A06862,C06213,Current,496643.22,Active
A06863,C05016,Current,881786.10,Active
A06864,C05386,Savings,747141.96,Active
A06865,C02766,Savings,515522.82,Active
A06866,C03483,Savings,881471.23,Active
A06867,C05060,Investment,660288.87,Active
A06868,C09759,Current,762485.94,Active
A06869,C04189,Investment,849001.80,Active
A06870,C07179,Current,315968.88,Active
A06871,C03625,Current,177107.88,Active
A06872,C08130,Savings,979305.31,Active
A06873,C00107,Current,289135.65,Active
A06874,C01251,Current,281608.88,Active
A06875,C04281,Current,503533.49,Active
A06876,C07415,Current,15520.01,Active
A06877,C02323,Current,634760.03,Closed
A06878,C04413,Investment,115911.91,Active
A06879,C00271,Investment,346905.27,Active
A06880,C09916,Investment,397469.17,Active
A06881,C06774,Current,167964.59,Inactive
A06882,C01215,Savings,911302.27,Active
A06883,C04285,Investment,313978.37,Active
A06884,C06350,Current,418760.71,Active
A06885,C07882,Investment,956292.46,Active
A06886,C05010,Current,479863.11,Inactive
A06887,C03047,Current,596262.49,Active
A06888,C03187,Savings,892425.15,Active
A06889,C03809,Savings,221377.79,Active
A06890,C09191,Investment,802618.77,Active
A06891,C02210,Savings,830031.66,Active
A06892,C06833,Investment,861097.61,Active
A06893,C09285,Current,71440.53,Inactive
A06894,C04639,Investment,94928.67,Active
A06895,C01960,Current,735007.87,Active
A06896,C02019,Current,739277.40,Active
A06897,C08925,Current,583577.73,Active
A06898,C02462,Current,30219.87,Active
A06899,C03014,Savings,970720.79,Active
A06900,C05135,Investment,404568.17,Active
A06901,C01387,Savings,566044.13,Active
A06902,C01146,Investment,935697.52,Active
A06903,C03113,Savings,731986.29,Closed
A06904,C07403,Investment,599495.53,Inactive
A06905,C08269,Current,797058.73,Active
A06906,C09314,Savings,192039.14,Active
A06907,C03647,Current,736187.77,Closed
A06908,C01167,Savings,184825.38,Active
A06909,C03483,Savings,831587.12,Active
A06910,C03840,Investment,625699.94,Closed
A06911,C09393,Current,702528.75,Active
A06912,C02283,Investment,626501.41,Closed
A06913,C00577,Current,153297.73,Active
A06914,C03354,Savings,372323.22,Active
A06915,C03647,Savings,576768.35,Active
A06916,C05888,Savings,106458.34,Active
A06917,C03951,Investment,764773.80,Active
A06918,C08145,Investment,470125.61,Active
A06919,C08865,Investment,458274.21,Active
A06920,C09033,Current,390631.73,Active
A06921,C08741,Savings,246618.12,Active
A06922,C09034,Investment,293756.49,Active
A06923,C06279,Current,329705.47,Active
A06924,C04264,Investment,377425.90,Active
A06925,C03244,Savings,898492.51,Active
A06926,C00381,Current,528308.49,Active
